FEN,white_knight_reachable_outpost,black_bishop_minor_behind_pawn,white_rook_trapped,black_queen_present,white_king_pawnless_flank,black_passed_pawns,white_knight_outpost,black_bishop_outpost,white_rook_on_file,black_queen_weak,Move,Layer Outputs Index,Layer Outputs File
8/8/8/kpN5/1PP2K2/4R3/8/2q5 b - - 0 62,0,0,0,1,1,0,1,0,1,0,a5b6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_634.npy
2B5/8/8/6p1/5p2/6kP/1K6/8 w - - 0 52,0,0,0,0,1,1,0,0,0,0,b2c2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_635.npy
8/8/3rk3/8/8/4K3/8/7R b - - 13 58,0,0,0,0,1,0,0,0,0,0,e6f5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_636.npy
8/1K2npk1/R5pp/1B6/6P1/8/8/8 w - - 3 49,0,0,0,0,1,0,0,0,1,0,b7c7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_637.npy
8/6p1/8/1P3k2/p2K4/8/8/8 b - - 0 54,0,0,0,0,1,1,0,0,0,0,f5e6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_638.npy
8/2r5/8/4p2P/R7/1K1k4/8/8 w - - 0 53,0,0,0,0,1,1,0,0,1,0,h5h6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_639.npy
8/8/b6N/8/P6k/6p1/3K4/8 w - - 0 55,0,0,0,0,1,1,1,0,0,0,h6f5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_640.npy
8/8/1p4r1/p3KR2/P5k1/1P5p/7P/8 b - - 0 42,0,0,0,0,1,0,0,0,1,0,g6c6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_641.npy
8/8/5kpP/8/2K5/8/8/8 w - - 1 59,0,0,0,0,1,1,0,0,0,0,c4d5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_642.npy
6k1/R7/6K1/8/2r5/8/8/8 b - - 8 45,0,0,0,0,1,0,0,0,0,0,g8f8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_643.npy
8/r2k3p/1R3R1P/p2K4/7r/1p6/8/8 b - - 7 48,0,0,0,0,1,1,0,0,1,0,h4h5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_644.npy
8/4R3/6p1/8/7r/5k1n/3N4/3K4 b - - 7 48,1,0,0,0,1,1,0,0,1,0,f3g2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_645.npy
8/r7/8/1P4p1/8/3k4/8/2RK4 w - - 0 54,0,0,0,0,1,1,0,0,1,0,d1e1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_646.npy
8/8/8/1K6/2Q4p/7P/4q3/5k2 w - - 8 48,0,0,0,1,1,0,0,0,0,0,c4e2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_647.npy
3R4/1r6/k7/2K5/8/8/8/8 b - - 28 77,0,0,0,0,1,0,0,0,0,0,b7h7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_648.npy
8/6p1/6P1/6kP/p2K4/P4B2/8/1n6 w - - 2 44,0,0,0,0,1,0,0,0,0,0,f3e2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_649.npy
7Q/6K1/4kq2/8/8/8/8/8 w - - 3 65,0,0,0,1,1,0,0,0,0,0,g7h7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_650.npy
8/5k2/K2b4/4ppPp/4pP1P/4P3/3B4/8 w - - 1 42,0,0,0,0,1,0,0,0,0,0,a6b5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_651.npy
8/p3r2p/1p6/1k1K4/1P1N2P1/n6P/8/2R5 b - - 4 45,0,0,0,0,1,0,1,0,1,0,b5a4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_652.npy
8/8/8/1p3BP1/pn6/1k6/4K3/8 b - - 0 43,0,0,0,0,1,1,0,0,0,0,b4c6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_653.npy
8/1p6/2p5/p7/P1P5/1k4K1/6B1/8 w - - 1 51,0,0,0,0,1,0,0,0,0,0,g3f3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_654.npy
4k3/6R1/8/4K1p1/1pr5/8/7P/8 w - - 0 49,0,0,0,0,1,1,0,0,1,0,e5d5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_655.npy
8/8/6p1/5k2/7P/3K4/8/8 w - - 1 61,0,0,0,0,1,0,0,0,0,0,h4h5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_656.npy
8/8/8/8/6kp/4K1p1/8/5R2 w - - 0 60,0,0,0,0,1,1,0,0,1,0,f1a1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_657.npy
7k/8/6K1/7r/8/b7/2R5/8 b - - 2 51,0,0,0,0,1,0,0,1,0,0,h5g5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_658.npy
8/8/5K2/1ppk4/3p4/1P1P4/2P5/8 b - - 5 48,0,0,0,0,1,0,0,0,0,0,d5d6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_659.npy
8/6pp/p5k1/8/1P6/P2K2P1/7P/n7 b - - 0 41,0,0,0,0,1,0,0,0,0,0,a1b3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_660.npy
7R/8/8/6p1/8/4K1k1/7p/8 w - - 0 55,0,0,0,0,1,1,0,0,1,0,e3e4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_661.npy
8/8/8/K7/7Q/5kp1/4p3/8 w - - 0 53,0,0,0,0,1,1,0,0,0,0,h4b4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_662.npy
8/8/8/8/5QP1/rrk5/4K3/8 w - - 4 55,0,0,0,0,1,0,0,0,0,0,f4d2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_663.npy
3R4/8/8/4p2p/2K1Pk1P/5r2/8/8 w - - 0 52,0,0,0,0,1,0,0,0,1,0,d8h8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_664.npy
8/8/4B1K1/8/6Q1/8/2kn4/5q2 b - - 9 63,0,0,0,1,1,0,0,0,0,0,d2e4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_665.npy
7r/kp6/2p5/p5Q1/P4R2/1P4K1/3q4/2R5 b - - 4 42,0,0,0,1,1,0,0,0,1,0,d2e3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_666.npy
8/8/3p4/p1pP1k2/1pP4K/1P6/P7/8 b - - 0 46,0,0,0,0,1,0,0,0,0,0,f5f6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_667.npy
1R6/8/8/8/2k5/1p6/4K3/3r4 b - - 5 62,0,0,0,0,1,1,0,0,1,0,d1d5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_668.npy
8/1p6/8/p7/P2K4/1P3k2/8/8 b - - 0 48,0,0,0,0,1,0,0,0,0,0,f3e2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_669.npy
8/8/8/1N3kp1/6p1/1b2K1P1/8/8 b - - 23 54,0,0,0,0,1,0,1,1,0,0,f5e5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_670.npy
R7/8/8/8/5K2/6rk/8/8 b - - 22 66,0,0,0,0,1,0,0,0,0,0,g3c3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_671.npy
8/2p5/8/1p1p4/1P2k1K1/4B3/8/8 w - - 1 56,0,0,0,0,1,1,0,0,0,0,e3f4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_672.npy
8/8/3k3p/6pP/3K2P1/8/8/8 b - - 5 90,0,0,0,0,1,0,0,0,0,0,d6e6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_673.npy
8/p7/8/1p2Q3/8/2k3K1/q7/8 b - - 7 40,0,0,0,1,1,1,0,0,0,0,c3b4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_674.npy
r7/P7/R5pk/3K3p/7P/8/1n6/8 b - - 1 53,0,0,0,0,1,0,0,0,0,0,b2d3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_675.npy
6r1/pp2R3/8/8/8/5k1K/P1P5/8 w - - 2 45,0,0,0,0,1,0,0,0,1,0,e7f7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_676.npy
2Q5/3K4/qP4k1/7p/8/8/8/8 b - - 0 92,0,0,0,1,1,1,0,0,0,0,a6b6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_677.npy
8/8/1p4k1/p7/1p1K4/1B6/Pr6/8 b - - 1 53,0,0,0,0,1,0,0,0,0,0,b2g2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_678.npy
6k1/5pN1/5P1p/2K4P/6b1/8/8/8 b - - 4 49,1,0,0,0,1,0,0,1,0,0,g4d1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_679.npy
8/8/8/4b3/1P4p1/3KN3/5k2/8 b - - 1 53,1,0,0,0,1,1,0,1,0,0,g4g3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_680.npy
8/8/8/r7/2p4R/6k1/8/7K w - - 2 38,0,0,0,0,1,1,0,0,1,0,h4h3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_681.npy
7k/5r2/8/4K3/PR5p/8/8/8 b - - 0 50,0,0,0,0,1,1,0,0,1,0,h4h3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_682.npy
2B5/8/8/8/5kQ1/3K4/1b6/7q b - - 3 58,0,0,0,1,1,0,0,0,0,0,f4e5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_683.npy
8/8/8/8/2K5/k3Q3/8/q7 b - - 8 57,0,0,0,1,1,0,0,0,0,0,a3b2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_684.npy
8/6Q1/7p/8/R5n1/4k3/7r/4K3 w - - 7 56,0,0,0,0,1,1,0,0,1,0,g7c3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_685.npy
8/8/4r1p1/6Rp/3K3P/5kP1/8/8 w - - 15 47,0,0,0,0,1,0,0,0,0,0,d4c5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_686.npy
1R6/8/8/8/8/5K2/4r3/3k4 b - - 32 77,0,0,0,0,1,0,0,0,0,0,e2e7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_687.npy
8/1R4p1/7k/5N1p/5n2/5r2/2K5/8 b - - 3 47,1,0,0,0,1,1,0,0,1,0,h6g5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_688.npy
8/1p6/pP1K4/8/k7/8/8/8 b - - 3 64,0,0,0,0,1,1,0,0,0,0,a6a5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_689.npy
R7/1K4r1/8/1k6/8/8/8/8 w - - 3 59,0,0,0,0,1,0,0,0,0,0,b7c8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_690.npy
8/8/3B2kp/1r4p1/1Pn1K3/7P/8/1R6 w - - 11 59,0,0,0,0,1,0,0,0,0,0,b1d1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_691.npy
7Q/8/8/8/8/4K3/4q3/4k3 w - - 5 65,0,0,0,1,1,0,0,0,0,0,e3f4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_692.npy
8/8/7p/6N1/1K3pkP/8/8/8 w - - 0 51,1,0,0,0,1,1,0,0,0,0,g5e4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_693.npy
8/8/2kp1K2/1p6/8/8/PP6/8 w - - 0 54,0,0,0,0,1,1,0,0,0,0,f6f5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_694.npy
8/6p1/7p/6k1/8/4r1P1/5R1P/2K5 w - - 13 50,0,0,0,0,1,0,0,0,1,0,c1d2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_695.npy
7R/8/8/8/3K4/4r3/5k2/8 b - - 12 68,0,0,0,0,1,0,0,0,0,0,e3a3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_696.npy
k1r2r2/3R2p1/7p/1p2B3/8/1P5P/1P2R1P1/4Kn2 w - - 1 36,0,0,0,0,1,0,0,0,1,0,e5g7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_697.npy
8/8/1P6/7p/2N1k1pP/P5r1/8/4K3 b - - 0 73,0,0,0,0,1,1,1,0,0,0,e4d5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_698.npy
8/8/7p/3K3k/8/1P6/8/8 b - - 0 64,0,0,0,0,1,1,0,0,0,0,h5g4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_699.npy
8/8/8/8/pk1K4/1p6/8/R7 w - - 2 57,0,0,0,0,1,1,0,0,1,0,a1e1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_700.npy
8/8/8/8/3K3R/4r3/5k2/8 b - - 4 83,0,0,0,0,1,0,0,0,0,0,e3a3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_701.npy
8/1p6/2b5/2R5/P5k1/1P3n2/8/7K b - - 0 47,0,0,0,0,1,0,0,0,1,0,g4g3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_702.npy
8/6pp/3k4/p5PP/P3K3/8/8/8 b - - 2 66,0,0,0,0,1,0,0,0,0,0,d6e6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_703.npy
8/6kp/4K1p1/8/6P1/8/7P/8 b - - 0 43,0,0,0,0,1,0,0,0,0,0,g6g5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_704.npy
8/8/5k2/P2b3p/1p2B3/3K4/7P/8 b - - 2 49,0,0,0,0,1,1,0,1,0,0,f6e5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_705.npy
6k1/R7/6K1/1p4B1/2b5/8/P7/6r1 b - - 11 54,0,0,0,0,1,0,0,1,0,0,c4d3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_706.npy
8/6Q1/1pn5/p1k5/8/r7/3K4/8 b - - 3 47,0,0,0,0,1,1,0,0,0,0,a3a2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_707.npy
8/2k5/7p/5p1P/1K3P2/8/8/8 b - - 0 54,0,0,0,0,1,0,0,0,0,0,c7b6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_708.npy
8/8/2K2p2/7p/4p2P/2k1P3/5P2/8 w - - 1 43,0,0,0,0,1,0,0,0,0,0,c6d6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_709.npy
8/6K1/2p5/2P5/2k5/3N4/8/8 w - - 2 67,1,0,0,0,1,0,0,0,0,0,d3e5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_710.npy
8/8/3k4/1p4p1/p2K2P1/P7/1P6/8 w - - 4 52,0,0,0,0,1,0,0,0,0,0,d4e4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_711.npy
7Q/2K2N2/6p1/7b/6k1/8/8/1q6 b - - 2 58,1,0,0,1,1,1,0,1,0,0,b1c1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_712.npy
8/8/8/1r5p/6p1/4K1P1/kP1R4/8 b - - 16 53,0,0,0,0,1,0,0,0,1,0,b5f5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_713.npy
8/8/7p/8/3N2k1/3K1Q2/5b2/6q1 b - - 1 55,0,0,0,1,1,1,1,0,0,0,g4h4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_714.npy
8/8/3k3p/p5p1/Pp1K2P1/1P5P/8/8 b - - 3 38,0,0,0,0,1,0,0,0,0,0,d6e6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_715.npy
8/8/8/3B2pp/3K1k2/7P/6P1/5n2 w - - 0 47,0,0,0,0,1,0,0,0,0,0,d4d3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_716.npy
8/1p6/P2K4/k2n4/8/8/8/8 w - - 1 55,0,0,0,0,1,0,0,0,0,0,a6b7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_717.npy
K1k5/8/4n3/6pN/8/8/6PP/8 w - - 0 57,0,0,0,0,1,0,1,0,0,0,h5f6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_718.npy
8/4K3/5r2/3b1k2/8/8/8/5R2 b - - 15 77,0,0,0,0,1,0,0,1,0,0,f5e5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_719.npy
8/8/6p1/6P1/5p2/4k2P/2K3P1/8 w - - 2 57,0,0,0,0,1,0,0,0,0,0,h3h4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_720.npy
Q4r2/1K6/6p1/7p/5PkP/4p1P1/4N3/8 w - - 1 56,1,0,0,0,1,1,0,0,0,0,a8f8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_721.npy
2k1r3/R7/8/8/2P5/1R4K1/2r5/8 b - - 0 43,0,0,0,0,1,0,0,0,1,0,c2e2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_722.npy
8/8/2k4p/K5pP/6P1/5P2/8/8 w - - 0 51,0,0,0,0,1,0,0,0,0,0,a5b4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_723.npy
4Q3/8/q2K2p1/8/6kP/8/8/8 w - - 17 76,0,0,0,1,1,0,0,0,0,0,d6c5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_724.npy
8/8/1p6/1k6/1Pr4R/8/3K4/8 w - - 12 56,0,0,0,0,1,0,0,0,1,0,h4h6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_725.npy
8/8/8/3k2PP/np2bB2/1P2K3/8/8 w - - 0 43,0,0,0,0,1,0,0,1,0,0,f4d6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_726.npy
3k4/7R/8/8/8/4K1N1/6rp/8 w - - 10 78,1,0,0,0,1,1,0,0,1,0,g3e2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_727.npy
1k6/1p2R3/1bp5/p7/6B1/r4K2/4N3/8 w - - 4 40,1,0,0,0,1,1,0,0,1,0,f3f4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_728.npy
2kr4/5R2/1K6/3r4/6N1/5P2/5P2/8 w - - 16 45,0,0,0,0,1,0,1,0,0,0,f7c7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_729.npy
8/8/7p/1p2k1p1/p5P1/PP2K2P/8/8 w - - 0 46,0,0,0,0,1,0,0,0,0,0,b3b4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_730.npy
5Q2/8/2N5/2K3p1/5p2/8/1b4k1/8 w - - 3 51,0,0,0,0,1,1,1,0,0,0,f8f5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_731.npy
8/5p1p/6p1/4P3/5P2/1K4Pk/7P/8 b - - 2 48,0,0,0,0,1,0,0,0,0,0,h7h5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_732.npy
8/8/8/6b1/5kPP/8/1K6/8 b - - 0 78,0,1,0,0,1,0,0,0,0,0,g5f6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_733.npy
k3r3/p3R2R/3p4/3P4/2P5/2P5/r7/4q1K1 w - - 0 38,0,0,0,1,1,1,0,0,1,0,e7e1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_734.npy
8/1p1k4/nP4pp/P3K3/4N3/8/6P1/8 b - - 2 48,0,0,0,0,1,0,1,0,0,0,d7c6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_735.npy
8/8/8/4N1p1/8/1K6/5Rpk/3r4 w - - 6 61,0,0,0,0,1,1,1,0,1,0,f2f5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_736.npy
8/1R6/4k3/1P5r/2p2K2/8/8/8 w - - 6 56,0,0,0,0,1,1,0,0,0,0,b5b6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_737.npy
8/8/4R2p/3K1k2/6n1/8/7P/8 w - - 0 53,0,0,0,0,1,0,0,0,1,0,e6e2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_738.npy
8/8/8/pp6/P5K1/1P6/1k6/8 b - - 0 62,0,0,0,0,1,0,0,0,0,0,b5b4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_739.npy
8/3k4/p4K2/Pp1P1N2/1P6/3n4/8/8 w - - 6 59,0,0,0,0,1,0,1,0,0,0,f5e3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish/stockfish_boolean_concepts_primary_layer_outputs_740.npy
