FEN,white_knight_reachable_outpost,black_bishop_minor_behind_pawn,white_rook_trapped,black_queen_present,white_king_pawnless_flank,black_passed_pawns,white_knight_outpost,black_bishop_outpost,white_rook_on_file,black_queen_weak,Move,Layer Outputs Index,Layer Outputs File
6k1/p7/1p4Q1/8/4pB2/3b2PP/qP5K/8 b - - 2 40,0,0,0,1,0,1,0,1,0,0,g8f8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_777.npy
8/8/8/4p1k1/4P1p1/4bpK1/7R/8 w - - 4 69,0,0,0,0,0,1,0,1,1,0,h2h8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_778.npy
8/8/1K3p2/3Q1k1p/8/6qP/8/8 b - - 1 62,0,0,0,1,1,1,0,0,0,0,g3e5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_779.npy
r2r2k1/1b1q1pp1/p4n1p/1pb5/5B2/2N2B2/2Q2PPP/3RR1K1 b - - 2 23,1,0,0,1,0,1,0,1,1,0,d8e8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_780.npy
1r2Q2k/2q4p/5b1P/2pB1pp1/P2n4/8/2p2PP1/3RR1K1 b - - 1 30,0,1,0,1,0,1,0,0,1,0,b8e8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_781.npy
2R4Q/8/3pB1p1/1q1P4/1p1bPp1k/4n2N/1P5K/7R b - - 0 38,1,0,0,1,0,1,0,1,1,0,d4h8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_782.npy
7r/6k1/5b2/p4Pp1/P1pPq1P1/1pP1p1Bp/1P2Q2K/5R2 w - - 2 46,0,1,0,1,0,1,0,0,0,0,f1g1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_783.npy
3r2k1/1p3ppp/p5b1/2B5/2P5/3nrN2/6PP/3R1K1R b - - 2 26,1,0,1,0,0,1,0,0,0,0,e3e8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_784.npy
7r/5pbp/4p1p1/8/RBp1PP2/1p1k3P/5QPK/3q4 b - - 3 35,0,1,0,1,0,1,0,0,1,0,g7d4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_785.npy
r1b4k/2p2r1p/1pPp2q1/pP1Pp1pn/P3P1n1/2N1NP2/4BQKR/7R w - - 0 33,1,1,0,1,0,1,0,0,1,0,f3g4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_786.npy
r6k/ppp1N1pp/3p2b1/2q1p1P1/2B3PQ/5r2/PPP3K1/7R b - - 5 23,0,1,0,1,0,1,0,0,1,0,f3f2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_787.npy
1r6/5p2/bP1p4/p2Pp1k1/P1p1P1p1/4KpP1/1RB2P1r/1R6 b - - 1 42,0,1,0,0,0,1,0,0,0,0,b8b7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_788.npy
7k/rb5p/1p1qp1p1/pB6/Pn1b4/BR5P/5pP1/3Q1RK1 w - - 0 27,0,0,0,1,0,1,0,1,1,1,g1h1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_789.npy
5rk1/4qpb1/p5p1/1pr1n3/5R1N/PB2Q2P/1PP5/5RK1 w - - 0 30,0,1,0,1,0,1,0,0,1,0,f4f7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_790.npy
4r3/2q1rpk1/3p2p1/p1pP2P1/PpPnN3/5B2/5P1Q/5K2 b - - 0 35,1,0,0,1,0,1,0,0,0,0,e7e4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_791.npy
r3k1r1/3qnp2/2n1pb2/p2p1P1B/1ppP3N/2P5/PPQ4P/R1B2R1K b q - 0 21,0,1,0,1,0,0,1,0,0,0,e6e5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_792.npy
6k1/8/8/1pN4p/1Pb2p1P/P3p3/2Rn2P1/6K1 w - - 0 38,0,0,0,0,0,1,1,1,1,0,c2c3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_793.npy
r6k/pp1nq2p/2p2r2/2Pb1N2/3PpPQ1/1P4P1/P6P/R4RK1 b - - 2 21,0,1,0,1,0,1,1,1,0,0,d5e6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_794.npy
8/7p/7P/1K1N2p1/4p3/5k2/8/8 w - - 5 55,0,0,0,0,1,1,1,0,0,0,d5f6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_795.npy
r1bq1rk1/3nbp2/p4n2/3p1BB1/1p1P1N2/1Pp1P3/P1Q2PPP/R4RK1 b - - 0 17,0,0,0,1,0,1,1,0,0,0,d7b6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_796.npy
6k1/3B1p2/2p4p/2B1r3/N3n2P/1p6/1P3PK1/8 w - - 1 43,0,0,0,0,0,0,1,0,0,0,c5e3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_797.npy
2r5/p1b3Q1/1k1q4/1p1p4/P1pN3p/2P4P/1P3PP1/R4RK1 w - - 3 32,0,0,0,1,0,0,1,0,0,0,f2f4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_798.npy
3k4/2p5/pb3pN1/3PnP2/4P3/3P1KBr/PR6/8 w - - 17 41,0,0,0,0,0,0,1,0,1,0,g6e5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_799.npy
5r1k/6b1/1p2Brp1/p2p2N1/Pq1B4/6P1/1P3P1P/3QR1K1 w - - 7 35,0,1,0,1,0,1,1,0,1,0,d4c3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_800.npy
b7/2rp1pk1/p3pN1r/4n2P/4PR2/3B2P1/P1P4K/5R2 w - - 5 37,0,0,0,0,0,0,1,0,1,0,f6e8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_801.npy
2r2kr1/4bp1p/pQb1p3/2N3q1/4Pp2/P4P2/4BRPP/2R3K1 b - - 8 26,0,0,0,1,0,0,1,0,1,0,c6b7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_802.npy
5rk1/4qpb1/3R2pp/2pBr3/2Nn1Q2/3P2P1/5P1P/5RK1 w - - 0 26,0,1,0,1,0,0,1,0,0,0,f4g4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_803.npy
r1k4r/p1n4p/b1N5/4N3/3R4/PP6/2P4K/8 b - - 0 37,0,0,0,0,0,1,1,0,1,0,h8e8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_804.npy
1q1r2k1/p4pbp/1nR3p1/1P1N1p2/P4P2/4P1P1/3Q2BP/6K1 w - - 1 26,0,1,0,1,0,0,1,0,1,0,d2a2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_805.npy
2r3k1/1p3pp1/1q1n2p1/3p4/3N4/1PP4P/2Q1RPP1/6K1 w - - 1 29,0,0,0,1,0,0,1,0,1,0,c2d3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_806.npy
2Rq1rk1/p4pp1/b2p3p/Pp1Np3/3bP3/1Q1P2P1/P4PBP/3R2K1 b - - 0 21,0,0,0,1,0,0,1,1,0,0,a6c8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_807.npy
r1r3k1/6pp/p1R2pb1/2N1p3/6P1/5P2/PPP4P/2K4R w - - 1 23,0,0,0,0,0,0,1,0,0,0,c6c8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_808.npy
3qrb2/1b3p1k/p2p1n2/1p1nPNQ1/7N/1Pr5/6PP/RB2R1K1 b - - 0 26,0,0,0,1,0,0,1,0,0,0,h7h8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_809.npy
r4r1k/1p1n1ppR/p2p4/2pN4/4P1QP/3P4/PPq3P1/R5K1 b - - 0 22,0,0,0,1,0,0,1,0,0,0,h8h7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_810.npy
r1b2k1r/pp6/2pq1nB1/6Np/P2P2nP/8/1P4P1/R1BQ1RK1 w - - 1 18,0,0,0,1,0,0,1,0,1,0,c1f4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_811.npy
2k1r3/pp2q1p1/2p2n2/4Nb1p/2Pr4/PQ3B2/1P3PPP/2R1R1K1 w - - 0 22,0,0,0,1,0,0,1,0,1,1,b3c3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_812.npy
R7/4k3/1b4bB/3pP1Np/1p1P4/2r4P/4KP2/8 w - - 6 34,0,0,0,0,0,1,1,0,1,0,h6f8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_813.npy
3r1r1k/pp4pp/1bp1B3/4N3/4Pp2/2P2P1n/PP2K3/3R1R2 b - - 2 23,0,0,0,0,0,1,1,0,0,0,d8d1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_814.npy
6k1/5pp1/2Np3p/3P3n/4P3/2q1BP2/6PP/R5K1 w - - 0 38,0,0,0,1,0,0,1,0,1,0,e3d4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_815.npy
5rk1/p4ppp/N1Q5/3p4/3qp3/P5P1/5R1P/6K1 w - - 2 32,0,0,0,1,0,1,1,0,1,0,c6c5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_816.npy
2kr3r/2p5/p3pp1n/1pNn4/3P1qpp/1QP2B1P/PP3PP1/R3K2R w KQ - 0 21,0,0,1,1,0,0,1,0,0,0,h3g4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_817.npy
8/2k1r3/p4r2/1pnRN3/6p1/1PP3P1/P5BP/1K6 b - - 4 38,0,0,0,0,0,0,1,0,1,0,c5d7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_818.npy
6k1/p2b3p/1p3pp1/3p4/3Nq3/2P2QP1/PP3PKP/8 b - - 4 32,0,0,0,1,0,0,1,0,0,0,g8f7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_819.npy
r1b2rk1/5p2/1ppq1n1p/p2p2pN/3P4/P2QP3/1PB2PPP/R4RK1 b - - 1 20,0,0,0,1,0,0,1,0,0,0,f8e8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_820.npy
8/8/4N3/3p2p1/2k1p2p/p3P2P/2K3P1/8 w - - 0 49,0,0,0,0,0,1,1,0,0,0,e6d4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_821.npy
8/7p/8/8/pn2N1P1/8/1k1K1P1P/8 w - - 0 38,0,0,0,0,0,1,1,0,0,0,e4d6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_822.npy
3r1rk1/2pqb1pp/p3p3/np2N3/4n3/2PP4/PP3PPP/R1BQR1K1 b - - 0 17,0,1,0,1,0,0,1,0,1,0,d7d5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_823.npy
1r1r2k1/2QP1qpp/Np3p2/4n3/8/8/5PPP/2RR2K1 b - - 0 29,0,0,0,1,0,1,1,0,0,0,b8a8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_824.npy
r4r1k/1p4p1/p1n4p/2bN4/2P2p1q/1P3B1b/PB3PP1/R2Q1RK1 w - - 0 22,0,0,0,1,0,0,1,0,0,0,b3b4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_825.npy
4r1k1/5pn1/1pN2Qp1/pP1P4/P6P/3p3q/5P2/2RRK3 w - - 0 36,0,0,0,1,0,1,1,0,0,0,c6e7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_826.npy
4rrk1/6pp/p2q1b2/Bp1np3/2pPN1R1/P7/1P2QPPP/4R1K1 b - - 1 27,0,0,0,1,0,0,1,0,1,0,d6d7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_827.npy
2r2rk1/1bR2nbp/pq4p1/1p6/3pN3/3B3P/PP1Q1PPB/5RK1 w - - 4 21,0,1,0,1,0,1,1,0,0,0,c7c8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_828.npy
2rq1rk1/pb3p1n/1p5Q/2p1b2N/3p4/3P2R1/PPP1B1PP/R5K1 b - - 4 21,0,0,0,1,0,0,1,0,0,0,g8h8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_829.npy
r1b1r3/1p2pp1k/p2p3p/2pPnq1N/P3Q3/3B2R1/2P3P1/4R1K1 b - - 1 25,0,0,0,1,0,0,1,0,1,1,f5e4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_830.npy
4r1k1/1p1q1pbp/p1n3p1/2QN2B1/3N4/8/PP3PPP/3R2K1 b - - 0 19,0,1,0,1,0,0,1,0,1,0,c6d4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_831.npy
r4rk1/4q1pp/b1P5/p1b5/Q1PpN3/4p1P1/P3BP1P/R4RK1 w - - 2 21,0,1,0,1,0,1,1,1,0,0,e2d3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_832.npy
2r2rk1/5ppp/1pN2n2/pP6/P3q1P1/4P2P/Q3K3/5BR1 b - - 1 25,0,0,0,1,0,0,1,0,0,0,f8e8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_833.npy
r2q1rk1/p3p1bp/2p3p1/1p1bNpB1/3Pn3/1P1BP2P/P1Q2PP1/2R2RK1 w - - 1 18,0,1,0,1,0,0,1,0,0,1,d3e4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_834.npy
2rr1b1k/1p3Qp1/pq3n1p/4N3/3PPn2/P2B3P/1B3PP1/R4RK1 w - - 1 27,0,0,0,1,0,0,1,0,0,0,a1b1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_835.npy
3r2k1/1b3pbp/p1pN1p2/5P2/8/8/PPP3PP/2K2B1R w - - 1 18,0,0,0,0,0,0,1,0,0,0,f1a6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_836.npy
8/8/k7/4N3/P5p1/6R1/7p/4K3 w - - 0 47,0,0,0,0,1,1,1,0,1,0,e5g4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_837.npy
8/1pp5/p6p/8/PP1b1N1k/1P5P/4K3/8 b - - 0 44,0,0,0,0,0,0,1,1,0,0,h4g3,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_838.npy
5rk1/6r1/4p1N1/3b2KR/3P4/5P2/6P1/q7 b - - 9 47,0,1,0,1,0,0,1,1,1,0,a1c1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_839.npy
2r3k1/1p4pp/p2b4/P2N4/1P2N1n1/8/2r5/3R1R1K b - - 3 31,0,0,0,0,0,1,1,0,1,0,d6f8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_840.npy
7r/6k1/2bqp1N1/3p2RP/2nP4/2r5/1pK2Q2/1B5R w - - 0 38,0,0,0,1,0,1,1,0,0,0,c2d1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_841.npy
1r5k/5R1p/4Npp1/4p3/2b1P3/4P3/P5PP/6K1 w - - 3 35,0,0,0,0,0,0,1,1,1,0,f7e7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_842.npy
rnb2rk1/4b1p1/p3N1q1/1p3p2/7p/1P1B3P/P1P1QPP1/R3R1K1 b - - 0 22,0,0,0,1,0,0,1,0,1,1,c8e6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_843.npy
r4rk1/1b2bppp/p2p1n2/qp1Np3/4P3/P3B2P/1PPQBPP1/R3R1K1 b - - 1 15,0,0,0,1,0,0,1,0,0,1,a5d8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_844.npy
4R3/p5kp/3p1Np1/q1p1p3/2Pn4/P2Q1P2/6PP/7K w - - 1 35,0,0,0,1,0,0,1,0,1,0,d3e4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_845.npy
7r/8/2kr4/4NRp1/4P3/p4P2/P1P5/2K5 b - - 0 38,0,0,0,0,0,0,1,0,0,0,c6b7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_846.npy
1r3bk1/5p1p/5Ppq/p1pNP3/2P5/1r5P/Q5P1/3R1R1K w - - 2 40,0,1,0,1,0,1,1,0,0,0,a2e2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_847.npy
3r1rk1/5ppp/1b2n3/p7/2N1P3/2P2P2/1P3nPP/R1BB1R1K w - - 7 22,0,0,0,0,0,0,1,0,0,0,h1g1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_848.npy
2n5/6pk/P1N1pp1p/3p4/3P1KP1/8/8/8 b - - 0 44,0,0,0,0,0,0,1,0,0,0,g7g5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_849.npy
8/ppk3pp/2nN1p2/8/8/P4P2/r4P1P/3R2K1 b - - 1 23,0,0,0,0,0,0,1,0,1,0,c7b8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_850.npy
7r/5k2/p4P2/8/4Nq1b/1P1Pp3/P2Q3P/2R3K1 w - - 0 37,0,0,0,1,0,1,1,1,1,0,d2g2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_851.npy
B3Q3/p2p1pp1/1p3b2/2nN1k2/7P/Pq1p4/1P2rPP1/1KR4R w - - 12 26,0,0,0,1,0,1,1,0,0,0,g2g4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_852.npy
3rr3/2k4p/p1p2np1/N2q4/Q2Rp3/7P/1PP2PP1/2K1R3 b - - 0 25,0,0,0,1,0,0,1,0,1,0,d5g5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_853.npy
8/8/5np1/5kNp/7P/5PK1/8/8 w - - 3 55,0,0,0,0,0,0,1,0,0,0,g5f7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_854.npy
5rrk/1p4p1/p3P1bp/3P4/P3N3/2QB1q2/1P5R/1K6 b - - 6 40,0,0,0,1,0,1,1,0,1,0,f3d1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_855.npy
8/2K3p1/3N4/p5k1/7p/6PP/8/8 w - - 4 50,0,0,0,0,0,1,1,0,0,0,g3h4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_856.npy
3r1r1k/6pp/p2p1p2/3Np3/3nPP2/8/PP4PP/3R1RK1 w - - 0 24,0,0,0,0,0,0,1,0,0,0,g1f2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_857.npy
4r1k1/p5pp/3N4/2P5/P2P4/4P3/1r4PP/3R2K1 b - - 2 32,0,0,0,0,0,0,1,0,0,0,e8f8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_858.npy
4r1k1/pp3R1p/4p1p1/3pN2P/1qpP2R1/6PK/P7/8 b - - 0 34,0,0,0,1,0,1,1,0,0,0,b4e1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_859.npy
4q1k1/6bn/3p2N1/2pPp1Pp/r5bP/8/P1Q4K/1B3R2 b - - 1 33,0,0,0,1,0,1,1,1,1,0,e5e4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_860.npy
4r3/p7/2kPrn2/2p4p/2R1Npp1/5P2/P5PP/4RK2 b - - 0 31,0,0,0,0,0,1,1,0,1,0,f6e4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_861.npy
R7/1p4rk/1Nnp3p/3Npp1P/3n4/3P4/4PP1K/8 b - - 0 47,0,0,0,0,0,1,1,0,1,0,g7g5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_862.npy
8/8/7p/1N4pP/1nkb1pP1/B1p2P2/4K3/8 w - - 2 51,0,0,0,0,0,1,1,1,0,0,b5d4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_863.npy
6k1/6p1/1q2pb2/2Np3r/6R1/1P1Q1PK1/P5Pr/2R5 w - - 10 41,0,0,0,1,0,1,1,0,1,0,f3f4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_864.npy
8/7p/Rp1N4/2pPk3/2P4P/6P1/p4K2/r7 w - - 4 40,0,0,0,0,0,1,1,0,1,0,d6f7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_865.npy
4rrk1/pp1b2pp/4N3/2qpRP2/8/8/PP4PP/R2Q3K b - - 2 24,0,0,0,1,0,1,1,0,0,1,d7e6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_866.npy
2R3k1/1r4p1/4p1p1/4P2p/pP2Nr1B/P2p4/4b1PP/6K1 b - - 1 33,0,0,0,0,0,1,1,0,1,0,f4f8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/stockfish_input_tokens/stockfish_boolean_concepts_primary_layer_outputs_867.npy
